headword,pos,definition,examples,synonyms
cover,verb,"provide with a covering or cause to be covered [verb.contact] | form a cover over [verb.contact] | span an interval of distance, space or time [verb.stative] | provide for [verb.stative] | act on verbally or in some form of artistic expression [verb.communication] | include in scope [verb.stative] | travel across or pass over [verb.motion] | be responsible for reporting the details of, as in journalism [verb.communication] | hold within range of an aimed firearm [verb.competition] | to take an action to protect against future problems [verb.social] | hide from view or knowledge [verb.perception] | protect or defend (a position in a game) [verb.competition] | maintain a check on [verb.communication] | protect by insurance [verb.communication] | make up for shortcomings or a feeling of inferiority by exaggerating good qualities [verb.stative] | invest with a large or excessive amount of something [verb.social] | help out by taking someone's place and temporarily assuming his responsibilities [verb.social] | be sufficient to meet, defray, or offset the charge or cost of [verb.possession] | spread over a surface to conceal or protect [verb.perception] | cover as if with a shroud [verb.contact] | copulate with a female, used especially of horses [verb.contact] | put something on top of something else [verb.contact] | play a higher card than the one previously played [verb.competition] | be responsible for guarding an opponent in a game [verb.competition] | sit on (eggs) [verb.body] | clothe, as if for protection from the elements [verb.body]","cover her face with a handkerchief | cover the child with a blanket | cover the grave with flowers | ""cover her face with a handkerchief"" | ""cover the child with a blanket""","spread over, continue, extend, treat, handle, plow, deal, address, embrace, encompass, comprehend, traverse, track, cross, pass over, get over, get across, cut through, cut across, report"
cover for,verb,provide an excuse or alibi for someone so as to cover up guilt [verb.communication],"I won't lie and cover for you | ""I won't lie and cover for you""",
cover up,verb,hide from view or knowledge [verb.perception],"The President covered the fact that he bugged the offices in the White House | ""The President covered the fact that he bugged the offices in the White House""",cover
covet,verb,"wish, long, or crave for (something, especially the property of another person) [verb.emotion]","She covets her sister's house | ""She covets her sister's house""",
cow,verb,"subdue, restrain, or overcome by affecting with a feeling of awe [verb.emotion]",frighten (as with threats),overawe
cower,verb,crouch or curl up [verb.motion] | show submission or fear [verb.motion],"They huddled outside in the rain | ""They huddled outside in the rain""","huddle, fawn, crawl, creep, cringe, grovel"
cowhide,verb,flog with a cowhide [verb.contact],,
cowl,verb,cover with or as with a cowl [verb.contact],"cowl the boys and veil the girls | ""cowl the boys and veil the girls""",
cox,verb,"act as the coxswain, in a boat race [verb.social]",,
cozen,verb,be false to [verb.social] | act with artful deceit [verb.social] | cheat or trick [verb.possession],"be dishonest with | He cozened the money out of the old man | ""He cozened the money out of the old man""","deceive, lead on, delude"
cozy up,verb,ingratiate oneself to [verb.emotion],"She is playing up to the chairman | often with insincere behavior | ""She is playing up to the chairman""","cotton up, shine up, play up, sidle up, suck up"
crab,verb,direct (an aircraft) into a crosswind [verb.motion] | scurry sideways like a crab [verb.motion] | fish for crab [verb.competition] | complain [verb.communication],"What was he hollering about? | ""What was he hollering about?""","gripe, bitch, grouse, beef, squawk, bellyache, holler"
crack,verb,"become fractured [verb.change] | make a very sharp explosive sound [verb.perception] | make a sharp sound [verb.perception] | hit forcefully [verb.contact] | pass through (a barrier) [verb.change] | break partially but keep its integrity [verb.change] | break suddenly and abruptly, as under tension [verb.change] | gain unauthorized access computers with malicious intentions [verb.social] | suffer a nervous breakdown [verb.emotion] | tell spontaneously [verb.communication] | cause to become cracked [verb.change] | reduce (petroleum) to a simpler compound by cracking [verb.change] | break into simpler molecules by means of heat [verb.change]","The glass cracked when it was heated | break or crack on the surface only | ""The glass cracked when it was heated"" | His gun cracked | ""His gun cracked""","check, break, snap, break through, crack up, crock up, break up, collapse"
crack down,verb,repress or suppress (something regarded as undesirable) [verb.change],"The police clamped down on illegal drugs | ""The police clamped down on illegal drugs""",clamp down
crack up,verb,suffer a nervous breakdown [verb.emotion] | rhapsodize about [verb.communication] | laugh unrestrainedly [verb.body],,"crack, crock up, break up, collapse"
crackle,verb,"make a crackling sound [verb.perception] | make a crushing noise [verb.communication] | to become, or to cause to become, covered with a network of small cracks [verb.change]","My Rice Krispies crackled in the bowl | ""My Rice Krispies crackled in the bowl"" | his shoes were crunching on the gravel | ""his shoes were crunching on the gravel"" | The blazing sun crackled the desert sand","crepitate, crunch, scranch, scraunch"
cradle,verb,hold gently and carefully [verb.contact] | bring up from infancy [verb.social] | hold or place in or as if in a cradle [verb.motion] | cut grain with a cradle scythe [verb.contact] | wash in a cradle [verb.contact] | run with the stick [verb.competition],"He cradles the child in his arms | ""He cradles the child in his arms"" | He cradled the infant in his arms | ""He cradled the infant in his arms"" | cradle gold",
