headword,pos,definition,examples,synonyms
big enchilada,noun,an important influential person [noun.person],"he thinks he's a big shot | she's a big deal in local politics | the Qaeda commander is a very big fish | ""he thinks he's a big shot"" | ""she's a big deal in local politics""","big shot, big gun, big wheel, big cheese, big deal, big fish, head honcho"
big fish,noun,an important influential person [noun.person],"he thinks he's a big shot | she's a big deal in local politics | the Qaeda commander is a very big fish | ""he thinks he's a big shot"" | ""she's a big deal in local politics""","big shot, big gun, big wheel, big cheese, big deal, big enchilada, head honcho"
big game,noun,large animals that are hunted for sport [noun.animal],,
big gun,noun,an important influential person [noun.person],"he thinks he's a big shot | she's a big deal in local politics | the Qaeda commander is a very big fish | ""he thinks he's a big shot"" | ""she's a big deal in local politics""","big shot, big wheel, big cheese, big deal, big enchilada, big fish, head honcho"
big h,noun,street names for heroin [noun.artifact],,"hell dust, nose drops, smack, thunder, skag, scag"
big hand,noun,points to the minutes [noun.artifact],,minute hand
big league,noun,the most important league in any sport (especially baseball) [noun.group],,"major league, majors"
big leaguer,noun,a member of a major-league baseball team [noun.person],,major leaguer
big marigold,noun,a stout branching annual with large yellow to orange flower heads [noun.plant],Mexico and Central America,"African marigold, Aztec marigold, Tagetes erecta"
big money,noun,a large sum of money (especially as pay or profit) [noun.possession],"she made a bundle selling real estate | they sank megabucks into their new house | ""she made a bundle selling real estate"" | ""they sank megabucks into their new house""","pile, bundle, big bucks, megabucks"
big sagebrush,noun,aromatic shrub of arid regions of western North America having hoary leaves [noun.plant],,"blue sage, Seriphidium tridentatum, Artemisia tridentata"
big science,noun,scientific research that requires massive capital investment but is expected to yield very significant results [noun.act],,
big shagbark,noun,hickory of the eastern United States resembling the shagbark but having a much larger nut [noun.plant],,"big shellbark, big shellbark hickory, king nut, king nut hickory, Carya laciniosa"
big shellbark,noun,hickory of the eastern United States resembling the shagbark but having a much larger nut [noun.plant],,"big shellbark hickory, big shagbark, king nut, king nut hickory, Carya laciniosa"
big shellbark hickory,noun,hickory of the eastern United States resembling the shagbark but having a much larger nut [noun.plant],,"big shellbark, big shagbark, king nut, king nut hickory, Carya laciniosa"
big shot,noun,an important influential person [noun.person],"he thinks he's a big shot | she's a big deal in local politics | the Qaeda commander is a very big fish | ""he thinks he's a big shot"" | ""she's a big deal in local politics""","big gun, big wheel, big cheese, big deal, big enchilada, big fish, head honcho"
big sioux river,noun,"a river that rises in northeastern South Dakota and flows southward to join the Missouri River at Sioux City, Iowa [noun.object]",,
big sister,noun,an older sister [noun.person],,
big spender,noun,one who spends lavishly and ostentatiously on entertainment [noun.person],"the last of the big spenders | ""the last of the big spenders""",high roller
big stick,noun,a display of force or power [noun.communication],"speak softly but carry a big stick | ""speak softly but carry a big stick""",
big sur,noun,a picturesque coastal region of California to the south of San Francisco [noun.location],,
big time,noun,the highest level of an occupation (especially in entertainment) [noun.state],,
big toe,noun,the first largest innermost toe [noun.body],,"great toe, hallux"
big top,noun,a canvas tent to house the audience at a circus performance [noun.artifact],"he was afraid of a fire in the circus tent | they had the big top up in less than an hour | ""he was afraid of a fire in the circus tent"" | ""they had the big top up in less than an hour""","circus tent, round top, top"
big tree,noun,extremely lofty evergreen of southern end of western foothills of Sierra Nevada in California [noun.plant],largest living organism,"giant sequoia, Sierra redwood, Sequoiadendron giganteum, Sequoia gigantea, Sequoia Wellingtonia"
big wheel,noun,an important influential person [noun.person],"he thinks he's a big shot | she's a big deal in local politics | the Qaeda commander is a very big fish | ""he thinks he's a big shot"" | ""she's a big deal in local politics""","big shot, big gun, big cheese, big deal, big enchilada, big fish, head honcho"
big-bang theory,noun,(cosmology) the theory that the universe originated sometime between 10 billion and 20 billion years ago from the cataclysmic explosion of a small volume of matter at extremely high density and temperature [noun.cognition],,big bang theory
big-bud hickory,noun,smooth-barked North American hickory with 7 to 9 leaflets bearing a hard-shelled edible nut [noun.plant],,"mockernut, mockernut hickory, black hickory, white-heart hickory, Carya tomentosa"
big-cone douglas fir,noun,douglas fir of California having cones 4-8 inches long [noun.plant],,"big-cone spruce, Pseudotsuga macrocarpa"
big-cone spruce,noun,douglas fir of California having cones 4-8 inches long [noun.plant],,"big-cone douglas fir, Pseudotsuga macrocarpa"
big-eared bat,noun,large carnivorous Old World bat with very large ears [noun.animal],,Megaderma lyra
big-eyed scad,noun,of Atlantic coastal waters [noun.animal],commonly used for bait,"bigeye scad, goggle-eye, Selar crumenophthalmus"
big-leaf maple,noun,maple of western North America having large 5-lobed leaves orange in autumn [noun.plant],,"Oregon maple, Acer macrophyllum"
big-toothed aspen,noun,aspen with a narrow crown [noun.plant],eastern North America,"Canadian aspen, bigtooth aspen, bigtoothed aspen, large-toothed aspen, large tooth aspen, Populus grandidentata"
big-tree plum,noun,small tree of southwestern United States having purplish-red fruit sometimes cultivated as an ornamental for its large leaves [noun.plant],,Prunus mexicana
bigamist,noun,someone who marries one person while already legally married to another [noun.person],,
bigamy,noun,having two spouses at the same time [noun.state] | the offense of marrying someone while you have a living spouse from whom no valid divorce has occurred [noun.act],,
bigarade,noun,any of various common orange trees yielding sour or bitter fruit [noun.plant],used as grafting stock,"sour orange, Seville orange, bitter orange, bitter orange tree, marmalade orange, Citrus aurantium"
bigeye,noun,red fishes of American coastal tropical waters having very large eyes and rough scales [noun.animal],,
bigeye scad,noun,of Atlantic coastal waters [noun.animal],commonly used for bait,"big-eyed scad, goggle-eye, Selar crumenophthalmus"
bigfoot,noun,large hairy humanoid creature said to live in wilderness areas of the United States and Canada [noun.person],,Sasquatch
biggin,noun,a child's tight-fitting cap [noun.artifact],often ties under the chin,
bighead,noun,any of various diseases of animals characterized by edema of the head and neck [noun.state],,
bigheartedness,noun,the quality of being kind and generous [noun.attribute],,
bighorn,noun,a river that flows from central Wyoming to the Yellowstone River in southern Montana [noun.object] | wild sheep of mountainous regions of western North America having massive curled horns [noun.animal],,"Bighorn River, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
bighorn river,noun,a river that flows from central Wyoming to the Yellowstone River in southern Montana [noun.object],,Bighorn
bighorn sheep,noun,wild sheep of mountainous regions of western North America having massive curled horns [noun.animal],,"bighorn, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
bight,noun,a loop in a rope [noun.shape] | a bend or curve (especially in a coastline) [noun.shape] | a broad bay formed by an indentation in the shoreline [noun.object] | the middle part of a slack rope (as distinguished from its ends) [noun.artifact],"the Bight of Benin | the Great Australian Bight | ""the Bight of Benin"" | ""the Great Australian Bight""",
bight of benin,noun,a broad indentation of the Gulf of Guinea in western Africa [noun.object],,
bigness,noun,the property of having a relatively great size [noun.attribute],,largeness
bignonia,noun,one species: cross vine [noun.plant],,genus Bignonia
bignonia capreolata,noun,woody flowering vine of southern United States [noun.plant],stems show a cross in transverse section,"cross vine, trumpet flower, quartervine, quarter-vine"
bignoniaceae,noun,trees or shrubs or woody vines or herbs having fruit resembling gourds or capsules [noun.plant],sometimes placed in the order Scrophulariales,family Bignoniaceae
bignoniad,noun,any woody plant of the family Bignoniaceae [noun.plant],,
bigos,noun,a Polish stew of cabbage and meat [noun.food],,
bigot,noun,a prejudiced person who is intolerant of any opinions differing from his own [noun.person],,
bigotry,noun,the intolerance and prejudice of a bigot [noun.cognition],,dogmatism
